title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
forbidden,1679,,1679,,forbidden,489
fukrey returns,16101765,,16101765,,fukrey returns,490
fe de etarras,12498,,12498,,fe de etarras,491
d vka za baloncheta,402330,,402330,,d vka za baloncheta,492
ferdinand,205428533,84410380,289838913,111000000,ferdinand,493
fan zha feng bao,8595808,,8595808,,fan zha feng bao,494
destiny kamakura monogatari,35099354,,35099354,,destiny kamakura monogatari,495
cometa el su perro y su mundo,122916,,122916,,cometa el su perro y su mundo,496
fang hua,225197313,1891956,227089269,,fang hua,497
bullet head,153930,,153930,,bullet head,498
cemento el documental,4077,,4077,,cemento el documental,499
askeladden i dovregubbens hall,292147,,292147,,askeladden i dovregubbens hall,500
sermon on the mount,357435,,357435,,sermon on the mount,501
cho haeng,37810,,37810,,cho haeng,502
surviving christmas with the relatives,36805,,36805,,surviving christmas with the relatives,503
smart christmas,179613,,179613,,smart christmas,504
sky stream,2789574,,2789574,,sky stream,505
royal opera house the nutcracker,1512712,,1512712,,royal opera house the nutcracker,452
sauver ou p rir,8123617,,8123617,,sauver ou p rir,506
quinqui stars,9409,,9409,,quinqui stars,507
song of back and neck,,,,,song of back and neck,508
and the winner isn t,,,,,and the winner isn t,509
route 33,8405,,8405,,route 33,510
plagi breslau,112734,,112734,,plagi breslau,511
people s republic of desire,,15241,,,people s republic of desire,512
please remember me,11350,,11350,,please remember me,513
mulai,31424,,31424,,mulai,514
miriam miente,785,,785,,miriam miente,515
louis theroux love without limits,95114,,95114,,louis theroux love without limits,516
legend of tang dynasty 2,45521268,,45521268,,legend of tang dynasty 2,517
lola et ses fr res,2348186,,2348186,,lola et ses fr res,518
ovunque proteggimi,88944,,88944,,ovunque proteggimi,519
kid senshi gandamu nt,5866131,,5866131,,kid senshi gandamu nt,520
hotel explotacion las kellys,300,,300,,hotel explotacion las kellys,521
hedefim sensin,4369198,,4369198,,hedefim sensin,522
julia y el zorro,2901,,2901,,julia y el zorro,523
isabelle,13296,,13296,,isabelle,524
head full of honey,126595,12350,138945,,head full of honey,525
fantastic dream trip,49227,,49227,,fantastic dream trip,526
ghostbox cowboy,,,,,ghostbox cowboy,527
il premio,1184346,,1184346,,il premio,528
pororo dinosaur island adventure,5824076,,5824076,,pororo dinosaur island adventure,529
l insulte,2349313,1000038,3349351,,l insulte,530
dolaonda,83132,,83132,,dolaonda,531
wonder wheel,12333635,1403237,13736872,,wonder wheel,532
wo yao xing fu,2750684,,2750684,,wo yao xing fu,533
a woman of no importance,483266,,483266,,a woman of no importance,534
viraam,2522,,2522,,viraam,535
vele hemels boven de zevende,591680,,591680,,vele hemels boven de zevende,536
ver o danado,4027,,4027,,ver o danado,537
la villa,5652066,,5652066,,la villa,538
the tribes of palos verdes,,11603,,,the tribes of palos verdes,539
ugly duckling,177,,177,,ugly duckling,540
umbral,1188,,1188,,umbral,541
tera intezaar,295700,,295700,,tera intezaar,542
touken ranbu hanamaru makuai kaisouroku,374052,,374052,,touken ranbu hanamaru makuai kaisouroku,543
tantei wa bar ni iru 3,5589299,,5589299,,tantei wa bar ni iru 3,544
thiruttu payale 2,14378,,14378,,thiruttu payale 2,545
soldier grandpa,3314,,3314,,soldier grandpa,546
solar,948,,948,,solar,547
thrill ride,,2226,,,thrill ride,548
exterminadores do al m contra a loira do banheiro,213040,,213040,,exterminadores do al m contra a loira do banheiro,549
fake partner,213273,,213273,,fake partner,550
sinfon a en abril,420,,420,,sinfon a en abril,551
er shi sui,457137,,457137,,er shi sui,552
durante la tormenta,17361796,,17361796,,durante la tormenta,553
diamantino,164872,70088,234960,,diamantino,554
driverx,,,,,driverx,555
chvilky,7718,,7718,,chvilky,556
bor,4618,,4618,,bor,557
entre dos aguas,156223,,156223,,entre dos aguas,558
bolshoi ballet don quixote,89119,,89119,,bolshoi ballet don quixote,559
bi bei shang geng bei shang de gu shi,150333552,722669,151056221,,bi bei shang geng bei shang de gu shi,560
blood brother,,,,,blood brother,561
bathtubs over broadway,,,,,bathtubs over broadway,562
araghe sard,86880,,86880,,araghe sard,563
behold my heart,6180,,6180,,behold my heart,564
2,6871135,,6871135,,2,565
vse ili nichego,1421636,,1421636,,vse ili nichego,566
l uomo che compr la luna,1242952,,1242952,,l uomo che compr la luna,567
spitak,51018,,51018,,spitak,568
the seven deadly sins prisoners of the sky,73439,,73439,,the seven deadly sins prisoners of the sky,569
ride,337046,,337046,,ride,570
se son rose,4878325,,4878325,,se son rose,571
saem,19389,,19389,,saem,572
qu le n,,,,,qu le n,573
provodnik,471360,,471360,,provodnik,574
si tu voyais son coeur,3700,,3700,,si tu voyais son coeur,575
shadowman,,13498,,,shadowman,576
p n k m n,316507,,316507,,p n k m n,577
psychopaths,51075,,51075,,psychopaths,578
perfectos desconocidos,31166312,,31166312,4000000,perfectos desconocidos,123
posoki,195050,,195050,,posoki,579
the shape of water,131931359,63859435,195790794,19500000,the shape of water,580
plonger,184474,,184474,,plonger,581
o fim da inoc ncia,536807,,536807,,o fim da inoc ncia,582
opera de paris don carlos,10610,,10610,,opera de paris don carlos,583
the new radical,,,,,the new radical,584
ni ato,4847,,4847,,ni ato,585
mujeres en foco film festival,2,,2,,mujeres en foco film festival,586
maximum impact,31806,,31806,,maximum impact,587
metallica quebec magnetic,54770,,54770,,metallica quebec magnetic,588
love beats rhymes,,,,,love beats rhymes,589
love cecil,1883,106057,107940,,love cecil,590
love cecil,1883,106057,107940,,love cecil,31689
life nothing more,36890,24358,61248,,life nothing more,591
kvarteto,231230,,231230,,kvarteto,592
kolovrat,10424668,,10424668,,kolovrat,593
k rfez,7337,,7337,,k rfez,594
mao pai jian hu ren,278865,,278865,,mao pai jian hu ren,595
kill me please,8242805,,8242805,,kill me please,596
meow wolf origin story,,,,,meow wolf origin story,597
kiwi christmas,198807,,198807,,kiwi christmas,598
mowgli legend of the jungle,,,,,mowgli legend of the jungle,599
mowgli legend of the jungle,,,,,mowgli legend of the jungle,31893
respect,15700,,15700,,respect,600
os par as,6290388,,6290388,,os par as,601
gukgabudoui nal,27519661,,27519661,,gukgabudoui nal,602
from the mountain a smile,550000,,550000,,from the mountain a smile,603
hello life,693523,,693523,,hello life,604
the possession of hannah grace,28037556,14836174,42873730,6000000,the possession of hannah grace,605
piripkura,,,,,piripkura,606
super kids attack,4979,,4979,,super kids attack,607
zhong guo lan kui,2585854,,2585854,,zhong guo lan kui,608
mult v kino vypusk no 85,106847,,106847,,mult v kino vypusk no 85,609
doubles vies,2794553,704919,3499472,,doubles vies,610
write when you get work,,,,,write when you get work,611
vendr n lluvias suaves,2119,,2119,,vendr n lluvias suaves,612
unidad xv,3047,,3047,,unidad xv,613
yomeddine,69722,11308,81030,,yomeddine,614
thimiru pudichavan,2839,,2839,,thimiru pudichavan,615
8 remains,,,,,8 remains,616
todas las mujeres que conozco,3206,,3206,,todas las mujeres que conozco,617
unga astrid,840843,120486,961329,,unga astrid,618
jupiter holdja,51741,,51741,,jupiter holdja,619
inoperable,,,,,inoperable,620
kepler s dream,,,,,kepler s dream,621
judge zhongkui,44028,,44028,,judge zhongkui,622
the grudge,886183,,886183,,the grudge,623
hagane no renkinjutsushi,8053641,,8053641,,hagane no renkinjutsushi,624
ge mi teki s r,2108,,2108,,ge mi teki s r,625
gangster land,5124,,5124,,gangster land,626
firangi,1623686,,1623686,,firangi,627
c est tout pour moi,5521370,,5521370,,c est tout pour moi,628
the eighth day of a week,13739,,13739,,the eighth day of a week,629
eat locals,6560,,6560,,eat locals,630
drawing home,,,,,drawing home,631
camino a marte,1566750,,1566750,,camino a marte,632
the disaster artist,7597051,21120616,28717667,10000000,the disaster artist,633
daisy winters,,,,4500000,daisy winters,634
breaking brooklyn,,,,,breaking brooklyn,635
dian di lian meng,638695,,638695,,dian di lian meng,636
bolshoi ballet the nutcracker,250744,,250744,,bolshoi ballet the nutcracker,162
souvenir the movie mariya takeuchi theater live,480066,,480066,,souvenir the movie mariya takeuchi theater live,637
superl pez,15458332,,15458332,,superl pez,638
seguimi,4755,,4755,,seguimi,639
save my dogs,142235,,142235,,save my dogs,640
irdys,285883,,285883,,irdys,641
strange colours,13810,,13810,,strange colours,642
the royal edinburgh military tattoo,105947,,105947,,the royal edinburgh military tattoo,643
rang panjab,8965,,8965,,rang panjab,644
put eylere,16590,,16590,,put eylere,645
on the basis of sex,14132499,24704837,38837336,20000000,on the basis of sex,646
qi pao xian sheng,32405,,32405,,qi pao xian sheng,647
na stoj ka v kin,5241,,5241,,na stoj ka v kin,648
mimi a l za z hada viano n ho svetla,28043,,28043,,mimi a l za z hada viano n ho svetla,649
pattinapakkam,17409,,17409,,pattinapakkam,650
milosc jest wszystkim,3053690,,3053690,,milosc jest wszystkim,651
nativity rocks,4121839,,4121839,,nativity rocks,652
maniac tales,155,,155,,maniac tales,653
marriage palace,34335,,34335,,marriage palace,654
mauvaises herbes,3067900,,3067900,,mauvaises herbes,655
el misterio del padre p o,178784,,178784,,el misterio del padre p o,656
badsville,,4153,,,badsville,657
big time,,7347,,,big time,658
aska geldik,2924,,2924,,aska geldik,659
another wolfcop,,,,,another wolfcop,660
annadurai,4121,,4121,,annadurai,661
al desierto,9644,,9644,,al desierto,662
aile aras nda,15665230,,15665230,,aile aras nda,663
alien invasion s u m 1,,,,,alien invasion s u m 1,664
32 pills my sister s suicide,,,,,32 pills my sister s suicide,665
smetto quando voglio ad honorem,2990409,,2990409,,smetto quando voglio ad honorem,666
12 jours,710087,2633,712720,,12 jours,667
konvert,139595,,139595,,konvert,668
breathing,289527,,289527,,breathing,669
kolobanga privet internet,379371,,379371,,kolobanga privet internet,670
a bad idea gone wrong,,,,,a bad idea gone wrong,671
ona,72909,,72909,,ona,672
amori che non sanno stare al mondo,371385,,371385,,amori che non sanno stare al mondo,673
agagil,42424,,42424,,agagil,674
naples 44,,24616,,,naples 44,675
stage v,,,,,stage v,676
no beast so fierce,,,,,no beast so fierce,677
v echno nebo nic,1515221,,1515221,,v echno nebo nic,678
la trilogie marseillaise,,24787,,,la trilogie marseillaise,679
super kindergarten,290308,,290308,,super kindergarten,680
slumber,1046151,,1046151,,slumber,681
vier gegen die bank,9165727,,9165727,,vier gegen die bank,682
she s from another planet,17869,,17869,,she s from another planet,683
pooh l ultimo concerto,465079,,465079,,pooh l ultimo concerto,684
the london palladium the king and i,2692737,,2692737,,the london palladium the king and i,685
lemonade,208444,5979,214423,,lemonade,686
kazokuiro,1466815,,1466815,,kazokuiro,687
juzni vetar,233559,,233559,,juzni vetar,688
jumpman,18734,,18734,,jumpman,689
jaulas,13587,,13587,,jaulas,690
invisible hands,,1034,,,invisible hands,691
les filles du soleil,161091,7801,168892,,les filles du soleil,692
hillbilly,,,,,hillbilly,693
i used to be normal,4917,,4917,,i used to be normal,694
grandma s home,35189,,35189,,grandma s home,695
ferrante fever,3383,11137,14520,,ferrante fever,696
zhui bu,18339343,,18339343,,zhui bu,697
the favourite,61505365,34366783,95872148,15000000,the favourite,698
your rock,51747,,51747,,your rock,699
wan ming da shi,12536,,12536,,wan ming da shi,700
what happened in vegas,,,,,what happened in vegas,701
leal solo hay una forma de vivir,1164,,1164,,leal solo hay una forma de vivir,702
dragged across concrete,422006,,422006,,dragged across concrete,703
tui li bi ji,1556202,,1556202,,tui li bi ji,704
yin bao zhe,7618024,118384,7736408,,yin bao zhe,705
totem,51247,,51247,,totem,706
tierra firme,95471,,95471,,tierra firme,707
the stolen,27632,,27632,,the stolen,708
spirit touch seventh senses,416698,,416698,,spirit touch seventh senses,709
shakespeare s globe live king lear,5121,,5121,,shakespeare s globe live king lear,710
sofichka,2617,,2617,,sofichka,711
el sereno,4418,,4418,,el sereno,712
poilsiautojai pavydo aidyn s,332020,,332020,,poilsiautojai pavydo aidyn s,713
soy tu karma,11547,,11547,,soy tu karma,714
starvecrow,795,,795,,starvecrow,715
mental madhilo,3436,,3436,,mental madhilo,716
medzi nami,2696,,2696,,medzi nami,717
la noche mas fr a,13472,,13472,,la noche mas fr a,718
ni hao feng zi,2197630,,2197630,,ni hao feng zi,719
morg,22846,,22846,,morg,720
long live bulgaria,920,,920,,long live bulgaria,721
na mlecnom putu,1034643,,1034643,,na mlecnom putu,722
nas l yani,17280,,17280,,nas l yani,723
motor mitraan di,21148,,21148,,motor mitraan di,724
marvin ou la belle ducation,821387,3420,824807,,marvin ou la belle ducation,725
the journey home,338690,,338690,,the journey home,726
love ni bhavai,25267,,25267,,love ni bhavai,727
inhebek hedi,316803,,316803,,inhebek hedi,728
le coeur en braille,803890,,803890,,le coeur en braille,729
diamond island,81613,,81613,,diamond island,730
berliner philharmoniker live 2016 new year s gala concert,63116,,63116,,berliner philharmoniker live 2016 new year s gala concert,731
ba ba de 3 ci hun li,101339,,101339,,ba ba de 3 ci hun li,732
cherry returns,4878197,,4878197,,cherry returns,733
ashik,7964,,7964,,ashik,734
the adventures of wei bao bao,3233185,,3233185,,the adventures of wei bao bao,735
viking,29099751,,29099751,,viking,736
provoking laughter,3160000,,3160000,,provoking laughter,737
onze jongens,3193629,,3193629,,onze jongens,738
les 3 p tit cochon 2,11414,,11414,,les 3 p tit cochon 2,739
umi ga kikoeru,,87737,,,umi ga kikoeru,740
because i love you,2386307,,2386307,,because i love you,741
br dre,917,,917,,br dre,742
david attenborough s natural history museum alive,256848,,256848,,david attenborough s natural history museum alive,743
live by night,11395877,10378555,21774432,65000000,live by night,744
monster trucks,28272632,33370166,61642798,125000000,monster trucks,745
doutores palha os,2259,,2259,,doutores palha os,746
chivas la pel cula,116928,,116928,,chivas la pel cula,747
hidden figures,62164429,169607287,231771716,25000000,hidden figures,748
the camino voyage,7286,,7286,,the camino voyage,749
deliler,1364179,,1364179,,deliler,750
la cama,1203,,1203,,la cama,751
les bonnes intentions,724626,,724626,,les bonnes intentions,752
bizi hat rla,662017,,662017,,bizi hat rla,753
better things,72,,72,,better things,754
back to berlin,6473,,6473,,back to berlin,755
bengali beauty,284,,284,,bengali beauty,756
amanda,2121721,,2121721,,amanda,757
altamira el origen del arte,6359,,6359,,altamira el origen del arte,758
young ju,168297,,168297,,young ju,759
il vizio della speranza,235439,,235439,,il vizio della speranza,760
los 120 la brigada del caf,1211,,1211,,los 120 la brigada del caf,761
troppa grazia,1253123,,1253123,,troppa grazia,762
asu mare 3,2000000,,2000000,,asu mare 3,763
adventures of petey and friends,83873,,83873,,adventures of petey and friends,764
the witch in the window,37802,,37802,,the witch in the window,765
el latido de urdaibai,859,,859,,el latido de urdaibai,766
the world before your feet,,268646,,,the world before your feet,767
clyde cooper,,,,,clyde cooper,768
ralph breaks the internet,328199119,201091711,529290830,175000000,ralph breaks the internet,769
karde im benim 2,1732578,,1732578,,karde im benim 2,770
kaiketsu zorori movie zz no himitsu,567421,,567421,,kaiketsu zorori movie zz no himitsu,771
las,2215,,2215,,las,772
kadvi hawa,37849,,37849,,kadvi hawa,773
robin hood,54385384,30824628,85210012,99000000,robin hood,774
